,artist,title,words
302,Lita Ford,Fire in My Heart,"It's just another night
I stare at a star
I think about, I wonder how you are
I cannot escape you
No, I can't put out the fire in my heart

I don't feel shy, I'm not alone
But you're caught in my dreams, that's the way it seems
No matter how I try, I just can't put out the fire in my heart

Fire in my heart
One look in my eyes
And you'll realize
The fire in my heart
Is burnin' for you
Fire in my heart
The fire in my heart

Our hearts beat
Like thunder sings
You feel right
You know you're everything
No matter if we cry
We gotta turn around and walk our separate ways

The fire in my heart
One look in my eyes
And you'll realize
The fire in my heart
Is burnin' for you
The fire in my heart
The fire in my heart

It's just another night
I stare at a star
I think about, I wonder how you are
I cannot escape you
No, I can't put out the fire in my heart

The fire in my heart
One look in my eyes
And you'll realize
Fire in my heart
Is burnin' for you
The fire in my heart
The fire in my heart

The fire in my heart"
303,Lita Ford,Hammerhead,"He sees himself as a warrior 
In a world that doesn't understand 
A demon light fills the eyes, of this mechanical man 
He's a living, breathing nightmare 
He's twisted and he's mean 
In his head, the walking dead are his war secret machine 

Oh, Hammerhead 
He was just a lonely boy before the demons took control 
His sanity, humanity, lost somewhere long ago 
Now the poisons in his memory 
Are clogging up his veins 
And the loneliness like a devil's kiss 
Has gone straight to his brain 

Oh, Hammerhead 
Now he's lost within his madness 
And more and more each day 
The metal man turns his hand 
To the price the world must pay 

Hammerhead 
Oh, Hammerhead"
304,Lita Ford,Hellbound Train,"Bad luck and trouble
Crashin' through my veins
And I ain't bound for glory
There's a devil in my brain
Got a fistful of whiskey, a suitcase full of sin
An' there's a thousand nasty habits
Underneath my skin

We can fly on wings of the flames
Comin' down hard, only yourself to blame
Playin' so tough in a deadly game
Ain't that a shame

Goin' down tonight on a Hellbound train
Goin' down tonight on a Hellbound train

I'm a speed demon baby, movin' way too fast
You put a dagger through my soul
But you'll never kick my ass, oh, no
We can fly on the wings of the flames
Comin' down hard, only yourself to blame
Playin' so tough in a deadly game
Ain't that a shame

Goin' down tonight on a Hellbound train
Goin' down tonight on a Hellbound train
Goin' down tonight, I'm Hellbound

Ain't good for nothin', nothin's what I crave
I'm your Angel of Darkness
And I'll see you in Hell one day
We can fly on the wings of the flames
Comin' down hard, only yourself to blame
Playin' so tough in a deadly game
Ain't that a shame

Goin' down tonight on a Hellbound train
Goin' down tonight on a Hellbound train
Goin' down tonight, I'm Hellbound
On a Hellbound train"
305,Lita Ford,Hellraiser,"Mama let me out on a Saturday night, she said now
Go out and get her go and hold her tight
I said now Mama, you don't understand
Every time I touch her hand
It's like I'm burning in the fires of hell
And if I hold her too long
You never can tell what'll happen to me
I wouldn't want you to see.

Look out!
She's a hell raiser, star chaser, trail blazer
Natural born raver, yeah, yeah, yeah, yeah, yeah
She's a hell raiser, star chaser, trail blazer
Natural born raver, yeah, yeah, yeah
Look out!

She's like a live bomb shell
Like a flash out of hell
And when she's shaking her ooh everyone fell at her feet
And that's neat and she took me completely
By surprise with her ultra sonic eyes
That were flashing like hysterical danger signs
That said beware where you tread
Or you'll go out of your head.

Look out!
She's a hell raiser, star chaser, trail blazer
Natural born raver, yeah, yeah, yeah, yeah, yeah
She's a hell raiser, star chaser, trail blazer
Natural born raver, yeah, yeah, yeah
Look out!

Hell raiser, hell raiser, hell raiser
Hell raiser, hell raiser, ooh
Now Mama, you don't understand
Every time I touch her hand
It's like I'm burning in the fires of hell
And if I hold her too long
You never can tell what'll happen to me
I wouldn't want you to see"
306,Lita Ford,Hit 'N Run,"You're like a runaway train
As you go speeding down lovers' lane
You're heart's so blind
When you get behind the wheel
That you can't see the love I feel

You say you're such a sensitive guy
Well, you're the one who's gonna cry

Hit 'n run on your love
Everyone knows it's true
Hit 'n run on your love
That's all I wanna do
Hit your love and runaway
Yeah, runaway

You've been out on the street
You're making promises that you don't keep
Well, it don't matter if you make me cry
You're just a casualty of love gone by

I don't care if the street light is red
I'll just drive on straight ahead

Hit 'n run on your love
Everyone knows it's true
Hit 'n run on your love
That's all I wanna do

Hit 'n run on your love
Everyone knows it's true
Hit your love and runaway
Yeah, runaway

Hit 'n run, hit 'n run
Hit 'n run, hit 'n run
Hit 'n run, hit 'n run
Hit 'n run, hit 'n run
"
307,Lita Ford,Holy Man,"Lead me into temptation
Save me with your healing hands
Show me the fires of creation
Baby be my holy man

Flames in the Garden of Eden
Heaven in pieces at my feet
I faced the raging ruin
Of a million sleepless nights
I need to rest my weary head
On your resurrection bed

Storms across the horizon
Whirlwind tuggin' at my sleeve
Just when my heart was turning
To an icy shade of blue
You came into the night
Held me so close
How the hell ya found me
God only knows

Lead me into temptation
Save me with your healing hands
Show me the fires of creation
Baby be my holy man

Lies in the Valley of Evil
Like shadows fallin' 'cross my eyes
When there's no sanctuary
You came and turned the storms away
You made the darkest night in my life
Into Judgment Day

Lead me into temptation
Save me with your healing hands
Show me the fires of creation
Baby be my holy man

I see forever in your eyes
For your love
I would make any sacrifice, yeah

Lead me into temptation
Save me with your healing hands
Show me the fires of creation
Baby be my holy man

Lead me into temptation
Save me with your healing hands
Show me the fires of creation
Baby be my holy man

Lead me into temptation
Save me with your healing hands
Show me the fires of creation
Baby be my holy man

Lead me into temptation
Save me with your healing hands
Show me the fires of creation
Baby be my holy man"
308,Lita Ford,Hungry,"My nylons are melting down my legs 
Your heart is pounding at my throat 
I can't catch my breath 
I lost it when your fingertips 
Ran down my back and up my neck 
Your kiss makes me feel like this 
I'm so hungry for your sex 
I'm so hungry for your sex 
I got an appetite for love tonight 
I wanna taste your sweet thing 
I wanna feel the sting of your sex, of your sex 
My body all painted lipstick red 
We ripped the sheets right off the bed 
My fingernails left fiery trails 
Across your back, oh, tell me baby 
How'd you like that little pussycat scratch 
I'm so hungry for your sex 
I'm so hungry for your sex 
I got an appetite for love tonight 
I wanna taste your sweet thing 
I wanna feel the sting of your sex, of your sex 
I'm so hungry for your sex 
I'm so hungry for your sex 
I'm so hungry for your sex 
I got an appetite for love tonight 
I wanna taste your sweet thing 
I wanna feel the sting of your sex, of your sex 
I'm so hungry for your... 
"
309,Lita Ford,I Can't Stand It,"I still remember everything you said
I'll love ya tonight but don't get uptight, no
Then I knew I'd never see you again
I want to make up with you but what can I do?

I can't stand it
Tonight you're here but tomorrow you're gone, oh, no
I can't stand it
The love that was real, got wasted away, oh, it's gone

I still remember the look in your eyes
Well, I wish I could fly, you make me cry
'Cause you were somethin' that I never had
And I never will but still I keep dreamin' of...

I can't stand it
Tonight you're here but tomorrow you're gone, oh, no
I can't stand it
The love that was real, got wasted away, oh, it's gone

I will wait forever, just to have you one more time
'Cause it's the only way, I can't ever keep you out of my mind

I can't stand it
I can't stand it
I can't stand it
You know there's no other way
I can't stand it
You know I can't take it no more..."
310,Lita Ford,If You Can't Live With It,"I know life gets rough
Oh, sometimes I cry
But you gotta try a little harder
When you're wrong!
Sometimes I got no friends
Well, that just kinda makes my heart a mess
So I just slap myself in the face and say
It's alright, I still got my guitar

Everyone knows love's a game
Playin' to win but it won't turn out that way
So I just stay at home and have another beer

But shit, you can't live with it
Then try and live without it
If you can't live with it
Then try and live without it

Don't you think people are strange?
They never do what they say, no
Hanging you up and making life tough
Don't need to be that way

Don't give me your sympathy
It's for the devil, baby, not me
And don't tell me that I'm wrong

See everyone knows love's a game
Playin' to win but it don't turn out that way
So I just stay at home and have another beer

'Cause if you can't live with it
Then try and live without it
If you can't live with it
Then try and live without it

Yeah

See everyone knows love's a game
Playin' to win but it don't turn out that way
So I just stay at home and have another beer

'Cause if you can't live with it
Then try and live without it
If you can't live with it
Then try and live without it
If you can't live with it
Then try and live without it... yeah"
311,Lita Ford,Joe,"Twenty-one, so young and tender but blue
I remember, I remember laughing for no reason with you
Laughing

Sharing a bottle on the stairs
That led to your wooden room
Full of cigarettes and green glass bottles

Yesterday's meal by the mattress on the floor
Where we danced
In the garden below your window
Where I first began to know
To know you
Joe

Whisper the memory but not too loud
Remember the symphony when we were allowed, to play?
Touch my hand, show me how, stroke my brow
I need to know now that I can dance with you
I want to dance with you, I want to dance
Like I did when I first began to know you, Joe
A now I gotta say

I think I want to ride
I think I'm gonna fly along on your magic carpet
I think I want to ride
I think I'm gonna fly along on your magic carpet

So I'm sittin' here with the sun about to smile
About to show it's face and take away my little fantasy
Break out the phonograph, play some ""Billie"" for me
One more time before I go
Let it shine, shine, shine, shine on me
I think I want to know, want to know you, Joe

I think I want to ride
I think I'm gonna fly along on your magic carpet
I think I want to ride
I think I'm gonna fly along on your magic carpet

I think I want to ride
I think I'm gonna fly along on your magic carpet

Sit down in the back room
And throw me over the bar
Fly me up to your sky, moon
A-now
A-beep-bop-ba-da-dee-yah
A-what?
Oh, that's it
I know it sounds kinda crazy
I think I want to know, want to know you, Joe
Yeah!

I think I want to ride
I think I'm gonna fly along on your magic carpet
I think I want to ride
I think I'm gonna fly along on your magic carpet
I think I want to ride
And I think I'm gonna fly along on your magic carpet
I think I want to ride
Well, I think I'm gonna fly along on your magic carpet
Yeah, yeah"
312,Lita Ford,Just a Feeling,"It's been five days, my mind's in a haze
I don't know if I'm comin' or goin'
I'm so confused, that you're the one I choose
So rock with me, babe, let's get it rollin'

It's just a feeling that I get
From the first time I ever met you, babe
It's just a feeling I can't forget
So don't kiss me goodbye, just give one more try at your love

The days go fast, you're stuck in my head
I'm so alone, I wish you'd tuck me in bed
Oh, baby, baby, baby, well I knew it from the start
Yeah, right from the start

'Cause it's just a feeling
Feeling
That I get
From the first time I ever met you, babe
It's just a feeling
Feeling
It makes me wet
So don't kiss me goodbye, just give one more try
At your love
Yeah

Oh, when you told me that you don't want me no more
I said, ""I love you,"" ah, but you wanted more
Oh, baby, baby, baby, well I knew it from the start
Yeah, right from the start

'Cause it's just a feeling
Feeling
That I get
From the first time I ever met you, babe
It's just a feeling
Feeling
I can't forget
So don't kiss me goodbye, just give one more try at your love
Won't you give me one more try?"
313,Lita Ford,Killin' Kind,"Did the lights go out forever?
Has the night just gone insane?
Did what's broken fall together?
Has my heart gone down in flames?

Though I heard your lies, I can't deny
I canker for the feeling
And I know it's wrong, but I'm hanging on
Crying in my sleep

So wrong
I'm over my head
So right
I'm out of my mind
Your love is the killin' kind
Two hearts
You swallow my heart
One life
Like you swallow my life
Your love is the killin' kind

If I only could remember
Why I let you in so deep
If I'd only known you better
I could have put these dreams to sleep

Well, you haunt me now, you wear me down
Get me where I'm weak
Yeah, you twist the knife
Your sacrifice
Bring me to my knees

So wrong
I'm over my head
So right
I'm out of my mind
Your love is the killin' kind
Two hearts
You swallow my heart
One life
Like you swallow my life
Your love is the killin' kind

I know
I know if the end of the world falls in your arms
I'll remember, every tear I've ever cried for you
Baby
Baby, when I said I'd die for you
I lied

So wrong
I'm over my head
So right
I'm out of my mind
Your love is the killin' kind
Two hearts
You swallow my heart
One life
Like you swallow my life
Your love is the killin' kind

So wrong
I'm over my head
So right
I'm out of my mind
Your love is the killin' kind
Two hearts
You swallow my heart
One life
Like you swallow my life
Your love is the killin' kind, yeah

So wrong
So right
Your love
Your love is the killin' kind
Two hearts
One life
Your love
Your love is the killin' kind
So wrong
So right
Your love
Is the killin' kind"
314,Lita Ford,Kiss Me Deadly,"I went to a party last Saturday night
I didn't get laid I got in a fight uh-huh
It ain't no big thing
Late for my job and the traffic was bad
Had to borrow 10 bucks from my old man uh-huh
It ain't no big thing

I went to a party last Saturday night
I told you that story would be alright uh-huh
It ain't no big thing

But I know what I like
I know I like dancing with you
And I know what you like
I know you like dancing with me oh yeah

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

Had a few beers getting high
Sitting watching the time go by uh-huh
It ain't no big thing
Nothing to eat and no T.V.
Looking in the mirror don't get it for me uh-huh
It ain't no big thing

But I know what I like
I know I like dancing with you
And I know what you like
I know you like dancing with me oh yeah

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

You know I like dancing with you
Dancing with you, come on

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

Kiss me once
Kiss me twice
Come on pretty baby kiss me
Come on pretty baby kiss me
Come on pretty baby kiss me deadly"
315,Lita Ford,Lady Killer,"Crank It

He's got a heart of stone
Don't look him in the eye
He'll tuck you in
And then he'll whisper goodbye
He knows you'll come back beggin' for more

A ball of fire, a thunderbolt
Across the town, well, he could love 'em all
He's just a lady killer

I've been tryin' for so long to stay with you
If all hell breaks loose
I could never forget all the memories
I can't run away from you

Lady killer
Lady killer

He'll break your heart
And he'll break your dreams
A man o' war, he'll bring you to your knees
He knows you'll come back beggin' for more

He wants it all and he wants it now
He stands in my way, he says, ""Lay down""
He's just a lady killer

I've been tryin' for so long to stay with you
If all hell breaks loose
I could never forget all the memories
I can't run away from you

Lady killer
Lady killer

Oh, put it in baby

Lady killer
Lady killer

Lady killer
Lady killer

Lady killer
Lady killer"
316,Lita Ford,Larger Than Life,"Hey, can you turn it up a little louder, please 
Marlon Brando on a motorbike 
In the black leather heat of a Saturday night 
He said, ""Whaddaya got?"" 
Ya got nothin' 
Dollar in my pocket burnin' like Rome 
There ain't no place that I call home 
All alone in the big bad city 
Hang around this town, man you're better off dead 
I'm flyin' like a rebel flag, goin' outta my head 
Yeah, we're gonna rocket tonight 
We're gonna tear it up twice 
Shake it up, break it up, tear it down, larger than life 
I love the city when the sun goes down 
It's a madhouse, baby, a real 'toon town 
Whaddaya want 
Ya wanna rocket 
I take a picture, paint it black and white 
And the neon burnin' like a new tattoo 
Ready or not, here we come, uh, huh 
Hang around this town, man you're better off dead 
Flyin' like a rebel flag, goin' outta my head 
Yeah, we're gonna rocket tonight 
We're gonna tear it up twice 
Shake it up, break it up, tear it down, larger than life 
Yeah, we're gonna rock it tonight 
We're gonna jam it uptight 
Jack it up, rip it off, tear it down, larger than life 
We're gonna rocket tonight 
We're gonna tear it up twice 
Shake it up, break it up, tear it down, larger than life 
Yeah, we're gonna rocket tonight 
We're gonna tear it up twice 
Jack it up, rip it off, tear it down, larger than life 
We're gonna rocket tonight 
We're gonna rocket tonight, night, night, night 
Tear it down 
Larger than life 
Larger 
Than life 
"
317,Lita Ford,Lisa,"Lisa, you are the shelter for my soul 
Lisa, you heal my heart when I lose control 
As I let my fingers trace 
Each time worn line on your face 
I know only love creates a masterpiece like you 
I know it's true 
Lisa, Lisa, say you're going to live forever 
Lisa, Lisa, we're never gonna say goodbye 
Only you know who I am 
Only you really understand 
Nothing's going to take you away 
Lisa, I know we live in different worlds 
Lisa, I will always be your little girl 
And on a stormy night 
You built a rainbow to my door 
I'll always remember you 
Lisa, Lisa, say you're going to live forever 
Lisa, Lisa, we're never gonna say goodbye 
Only you know who I am 
Only you really understand 
Nothing's going to take you away 
"
318,Lita Ford,Little Too Early,"Look into my eyes and tease me
What am I supposed to do
I should try and run just as far as I can get from you
Your love feels so very easy
Nothin' I can say to you
I better turn away before you melt me right through

'Cause I was born just a little too early
You came along just a little too late
We hang around just a little bit longer
Somebody's heart is gonna break
It's gonna break

Standing on the edge of willing
All you gotta do is touch me right
Every time you do what you do, it gets so hard to fight
The magic in your eyes is true
If I could only look away
I'm beggin' you to leave so I won't have to beg you to stay

'Cause I was born just a little too early
You came along just a little too late
We hang around just a little bit longer
Somebody's heart is gonna break
It's gonna break

The magic in your eyes is true
If I could only look away
I'm beggin' you to leave so I won't have to beg you to stay
I won't have to beg you to stay

'Cause I was born just a little too early
You came along just a little too late
If we hang around just a little bit longer
Somebody's heart is gonna break

I was born just a little too early
You came along just a little too late
We hang around just a little bit longer
Somebody's heart is gonna break

I was born just a little too early
You came along just a little too late
We hang around just a little bit longer
Somebody's heart is gonna break"
319,Lita Ford,Lover Man,"When the river don't run, and the night won't fall 
When I fear the touch,of the highway's call 
When I close my eyes and the dreams won't come 
When the world has set me free 
Will you still be with me? 
My Loverman 

When the moon turns red, and the sun burns black 
When the reaper's whip falls across my back 
Will you lay me down,on a bed of stone 
In that long and silent sleep, will you be with me?

What if I just go flying away? 
What would you say? 
Would you wait a million years? 
Would you cry a million tears for me? 
Or would you take my hand? 
Would you fly away with me? 
Would you be with me? 
Loverman 

When the hour glass is broken 
And the final word is spoken 
When fate has lost it's power 
This word will still be ours Loverman 

Oh, my Loverman 
Yeah 
What if I just go flying away? 
What would you say? 
Would you steal me from the cold? 
Would you lead me to my soul again? 
And when we reach the end, when we face eternity 
Would you be with me, my Loverman? 
Oh, Loverman 
Yeah 

When the river don't run, and the night won't fall 
When I fear the touch,of the highway's call 
When I close my eyes and the dreams won't come 
When the world has set me free 
Will you still be with me? 
My Loverman 

When the moon turns red, and the sun burns black 
When the reaper's whip falls across my back 
Will you lay me down,on a bed of stone 
In that long and silent sleep, will you be with me?"
320,Lita Ford,On the Run,"Going to town, I'm gonna tear it down
I'm looking for some action
To get a piece of your heart
I lose a piece of my head
It's like a chain reaction

Your love has got me hypnotized
You don't want to see
My love for you, it's over now
It's time for me to leave

I'm on the run, yeah
On the run, yeah

Oh, let me outta here, I don't want to hear
Your bullshit confession
Just a smack in the head
You moan in pain in your bed
Staring at no reflection

My mind is racing with the flood
The time is moving fast
My love for you is over now
This love could never last

I'm on the run, yeah
On the run, yeah

What we used to call love, is now one step above
Mental masturbation
Now, I'm bustin' out of this livin' hell
Like a bullet from a shotgun
The road has got me hypnotized
And you don't want to see
That my love for you is dead, is torn
Now I'm on the run"
321,Lita Ford,Only Women Bleed,"Man's got his woman
To take his seed
He got the power
She got the need

She spends her life through
Pleasin' up a man
She feeds his dinner on
Anything she can

She cries alone at night too often
He smokes and drinks and don't come home at all

Only women bleed
Only women bleed
Only women bleed

Man makes your hair grey
He's your life's mistake
All you're really looking for
Is an even break

He lies right at you
Ya know ya hate this game
Slaps you once in a while
And you live and love in pain

She cries alone at night too often
He smokes and drinks and don't come home at all

Only women bleed
Only women bleed
Only women bleed
Only women bleed
Only women bleed
Only women bleed

Man's got his woman
To take his seed
He got the power
She got the need

She spends her life through
Pleasin' up a man
She feeds his dinner on
Anything she can

She cries alone at night too often
He smokes and drinks and don't come home at all

Only women bleed
Only women bleed
Only women bleed

Black eyes all of the time
Don't spend a dime, clean up this grime
And you there, down on your knees
Beggin' me please, come watch me bleed

Only women bleed
Only women bleed
Only women bleed
Only women bleed
Only women bleed
Only women bleed"
322,Lita Ford,Out for Blood,"Waiting for a street fight
Clock strikes midnight
I got a bad reputation
So what the hell
'Cause we ain't doin' nothing
I ain't never done before
So give me all you got, babe
I could use a little more
You try bringing me up
But you're dragging me down
What you got, I ain't looking for

I'm out for blood
I'm out for blood

Carried a switch blade
Since you were thirteen
You never won a battle
So don't fight with me
'Cause you ain't really nothing
Tried to tell you that before
So get your ammunition
'Cause I'm ready for war
Wasting my time
Frying my mind
And I am not
So, what you take me for?

I'm out for blood
I'm out for blood

I'm out for blood
I'm out for blood
I'm out for blood"
323,Lita Ford,Playin' With Fire,"I could see a strange fire burning up in you 
The first time I looked in your eyes 
I could feel sparks fly dangerous and true 
Straight through this heart of mine 
Now, I ain't afraid to take the things I want 
I don't believe the world is gonna change for me 
So I'll take the love I need 
We were riding high 
Like flames against the sky 
Innocent and wild, we were playin' with fire 
Too hot to touch, you can't call it love 
But it's close enough to be playin' with fire 
We're playin' with fire 
I could see a dark side scratchin' at your soul 
The risk is sweet as the sin 
I feel your lips as they swallow me whole 
Strike like a match on my skin 
And I'm tired of wasting all my precious time 
I love the way I feel when you're in my mind 
It ain't no crime 
We were riding high 
Like flames against the sky 
Innocent and wild, we were playin' with fire 
Too hot to touch, you can't call it love 
But it's close enough to be playin' with fire 
We're playin' with fire 
In the long nights 
We were burnin' 
Caught in a wild fire 
Out of control 
We were riding high 
Like flames against the sky 
Innocent and wild, we were playin' with fire 
Too hot to touch, you can't call it love 
But it's close enough to be playin' with fire 
We're playin' with fire 
We were riding high 
Like flames against the sky 
Innocent and wild, we were playin' with fire 
Too hot to touch, you can't call it love 
But it's close enough to be playin' with fire 
We're playin' with fire 
"
324,Lita Ford,Push,"Don't need time,
Don't need your money
All I need is your sweet, sweet honey.

You're so hot
And you go so slow
The way you do it
I loose control.

Push, push, feels so tight
You're in my mind
And you move just right.
Push, push, take your time
You'll get yours after I get mine

I've got the need,
Give me your pleasure.
I've got the hot spot,
Come bury your treasure.
You do it best,
You do it right.
Take me around the world
Every night.

Push, push, feels so tight
You're in my mind
And you move just right.
Push, push, take your time
You'll get yours after I get mine.
Push, push, don't be shy
Give me what I need
Or I think I'll die.
Push, push, yeah just like that
You know how to please my pussy,
My pussycat.

Push, push, (push, push)
Push, push, (push, push)

Push it baby, drive it on home.
Lick it like you lick an ice cream cone.
From the front to the back to the left to the right.
Please that pussycat, stroke it all night.

Push, push, feels so tight
You're in my mind
And you move just right.
Push, push, take your time
You'll get yours after I get mine.
Push, push, don't be shy
Give me what I need
Or I think I'll die.
Push, push, yeah just like that
You know how to please my pussy,
My pussycat.

Push it baby, drive it on home.
Lick it like you lick an ice cream cone.
From the front, to the back, to the left to the right
Please that pussycat, stroke it all night."
325,Lita Ford,"Ready, Willing and Able","I'm no angel
I'm far from it
Yeah, when push comes to shove
I can rise above it
I get down
But I ain't easy
I spoil myself
So it's so hard to please me

Baby, I'm ready, willing and able
And if you feel like a man, lay your cards on the table

I don't gamble
But I take chances
And if love is a game
That a fool romances
Then I'm a fool
One more time
So start makin' your move
Before I change my mind

Baby, I'm ready, willing and able
And if you feel like a man, lay your cards on the table

So get your ass in gear and do it for me babe
Uh, get down

Well, you're different
To say the least
Yeah, you've got the power
To change the nature of the beast
Well, only time
Will really tell
But, on down the line
I know I'm still alive and well

Baby, I'm ready, willing and able
So get your ass in gear and do it for me babe
Get down"
326,Lita Ford,Rock 'N Roll Made Me What I Am Today,"I used to listen to the radio
Playin' songs I wanted to hear
Up in my room and played it loud
'Til the music hurt my ear
My parents said to turn it down
But this is what I'd say

Rock & Roll made me what I am today
Rock & Roll made me what I am today

I had a dream that I was sweet 16
And could play in a rock & roll band
I saw some guys that played guitar
They said, ""Come on if you think you can.""
And the next thing that I know
I find myself right here on the stage

Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am...

You know people are always tellin' me
To get out before its too late
Say, ""Its a passing fad.""
And that the money's bad
I'm gonna wind up in a grave
But if I could do it all again, you know I would not change a thing

Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am today

Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am today
Rock & Roll made me what I am today"
327,Lita Ford,Run With the Dollar,"Gettin' chased by a cop

He's got nothin' to say
Stop

Hey, you'll never get away




Breakin' the law

Quick on the draw

It's a stick up

I'm gonna kick down your door



I'm gonna take the money and run

If I ever escape

I'm gonna take a long vacation

I'm packin' my bags
I'm never gonna come back here




I'm gonna run with the money

I'm gonna pass right through the jail

I got no time to waste, I got the red lights on my tail
I'm gonna run with the money





He pulled out a gun
Fired a shot in the sky

He had a smile on his face

He said, ""Run, run, run, run

Uh, yeah



So I ran like hell

Threw a dollar in the wishing well

A quick stop, for good luck

I'm gonna take the money and run



Now I'm far in the lead and I see no aggravation

But I can't stop here, I got to do it just one more time



I'm gonna run with the money

I'm gonna pass right through the jail
I'm gonna run with the money


I got no time to waste, I got the red lights on my tail



Gettin' chased by a cop

He's got nothin' to say

Stop

Hey, you'll never get away


Breakin' the law


Quick on the draw draw

It's a stick up

I'm gonna kick down your door



I'm gonna take the money and run


If I ever escape
I'm gonna take a long vacation

But I can't stop here, I got to do it just one more time



I'm gonna run with the money


I'm gonna pass right through the jail
I'm gonna run with the money

I got no time to waste, I got the red lights on my tail





I'm gonna run with the money


I'm gonna buy myself lots of things.
Oh, I'm gonna run with the money and I'm gonna buy myself a little car.

Pack my nose real nice. Stay up all night long.

And I'm gonna get so outrageous, blown outta my brains.

And I'm goin' to live to enjoy...

The money!

Oh, excuse me, for being so rude.



"
328,Lita Ford,Shot of Poison,"Got a love for destruction
Got a feel for danger now
Hey Mr. Moonlight won't you follow me down
I need some company
Every guy tells me your no good
That's all right with me

Give me one shot of poison
A little twist is all I need
One drop of your sweet poison
Sets me free
Come on baby, poison me
 
Got a hunger for a fatal attraction
I'm savin' all my passion for you
I got a heart break habit that I can't kick 
Only you can ease the pain
I'm a midnight animal trying to score
Before I go insane

Give me one shot of poison
A little twist is all I need
One drop of your sweet poison
Sets me free
One shot of poison
A little taste of paradise
One drop of your sweet poison
Satisfies
 
Give me one last kiss before I die
I'm flying high
Oh, I want your love  - tonight
Baby, one shot of poison
A little twist is all I need
One drop of your sweet poison
Sets me free
 
One shot of poison
A little taste of paradise
One drop of your sweet poison
Satisfies
 
One shot of poison
Come on baby, poison me
One drop of your sweet poison
Sets me free
 
One shot of poison
"
329,Lita Ford,Spider Monkey,"I'm a Spider Monkey, baby
Gonna crawl all over you
I'm a Spider Monkey, baby
Gonna crawl all over you
And I'm gonna love you, baby
This spider monkey do, oh, yeah

I've been swingin' in this jungle
Ever since I was a child
I've been swingin' in this jungle
Ever since I was a baby child
And I'm gonna wait for you darlin'
Come and join me in the wild

I'm a Spider Monkey, baby
Just can't keep me down
I'm a Spider Monkey, baby
Never touch the ground
Won't you swing with me, honey
Down in Spider Monkey town

I'm a Spider Monkey, baby
Gonna get you in my tree
I'm a Spider Monkey, sugar
I'm gonna get you in my tree
Come on, sweet baby
Do that monkey thing with me

Spider Monkey, baby
Oh, yeah
Spider Monkey
I'm a Spider Monkey, baby
I'll get you in my tree"
330,Lita Ford,Stay With Me Baby,"I find you alone at night
I don't know what you're thinking
Don't know what you're dreaming of
But it ain't me, now is it?
But I gotta know
I can't let my feelings show
'Cause I've always wanted you to give me a chance
Now that I've got you here
You know what you gotta do

Stay with me, baby
I don't want to make love to nobody else
Stay with me, baby
I'm so tired of waiting, come down off yourself
Stay, baby

To feel you alone like this
I would throw all my kisses
And throw all my love away
But that ain't right, now, is it?
Well someday you'll realize
I was not blind
If I could come along with someone like you?
To save my broken heart
Here's what you gotta do

Stay with me, baby
I don't want to make love to nobody else
Stay with me, baby
I'm so tired of waiting, come down off yourself
Stay, baby
Oh, yeah
I want you to stay

I find you alone at night
I don't know what you're thinking
Don't know what you're dreaming of
But that ain't right, now is it?
Someday you'll realize
I was not blind
If I could come along with someone like you?
To save my broken heart
You know what you gotta do

Stay with me, baby
I don't want to make love to nobody else
Stay with me, baby
I'm so tired of waiting, come down off yourself
And stay, baby

With me, with me, with me
Won't you stay with me
Stay with me
With me, with me, with me
Won't you stay with me
With me, with me, with me
Won't you stay with me
With me, with me, with me
Won't you stay with me
With me, with me, with me
Won't you stay with me

Stay with me
Stay with me
Won't you stay with me?"
331,Lita Ford,Stiletto,"What am I going to do with my poisoned heart
Why'd you have to leave your mark
I could not resist your seduction
I was a virgin
You were the steel
You're coming in and you don't care how it feels

Hey, Stiletto
You're much too dangerous
You might look glamorous
But I know you could cut me

Hey, Stiletto
I'll be your sacrifice
You want to take a bite
And you know how to cut me
You know how to cut me

What am I gonna say when you've had enough
I feel like I've been betrayed
Go sharpen your blade on someone else
You were the weapon
I was the prey
And you won't have it any other way

Hey, Stiletto
You're much too dangerous
You might look glamorous
But I know you could cut me

Hey, Stiletto
I'll be your sacrifice
You want to take a bite
You know how to cut me
You know how to cut me

You were the one in my fantasy
I really thought I could make you love me
You must find pleasure in cruelty
It's too deep for me
It's a mystery

Hey, Stiletto
You're much too dangerous
You might look glamorous
But I know you could cut me

Hey, Stiletto
I'll be your sacrifice
You want to take a bite
You know how to cut me

Hey, Stiletto
You're much too dangerous
You might look glamorous
But I know you could cut me

Hey, Stiletto
I'll be your sacrifice
You want to take a bite
You know how to cut me

You know how to cut me"
