,artist,title,words
361,Jetboy,Evil,"I feel a presence comin' on me
A strength that overpowers me
She's movin' in oh so quickly
On my back, like a snake
Is it some strange paranoia?
I can't tell, what do I feel?
Is it love or evil that's inside me?
It's not really evil but, love, I fear I don't know
Is it real what we have
'Cause it's driving me mad
Is it love, or is it evil?
Is she taking control
Am I losing my soul
She's an angel to hold but, man, she's evil
She may be kin, may be poison
But either way I got no choice
'Cause in my bed I've got to have her
She's a drug I can't refuse
She's in my blood, she's got me sweating
I can't work out how I feel
Is it love or evil that's inside me?
It's not really evil but, love, I fear I don't know
Is it real what we have
'Cause it's driving me mad
Is it love, or is it evil?
Is she taking control
Am I losing my soul
She's an angel to hold but, man, she's evilEmbedShare Url:CopyEmbed:Copy"
362,Jetboy,Feel The Shake,"Yeah!
Plug in that guitar, get ready to roll
Warm up your fingers, play with body and soul
Turn up the amps to ten and pound on those drums
Electric music played as loud as it comes, yeah!
I like it loud and clear, so don't be shy
Give me my music and I'm ready to fly
If it ain't loud enough, I don't waste me time
'Cause mellow rock is just a bloody crime
It makes your body move, it pounds in your head
If you can't take the volume, stay home in bed
But if you love it loud, there's no mistake
'Cause rock 'n roll is gonna make the earth shake
Feel the shake
Feel the earth shake
Feel the shake
Feel the earth shake, aw, yeah!
Pound it hard, make it fast, and rip those leads
'Cause I ain't happy till it makes my ears bleed
Vibrations hit me like I've never heard
My body's swayin' from the very first word
It makes your body move and pounds in your head
If you can't take the volume, stay home in bed
But if you love it loud, there's no mistake
'Cause rock 'n roll is gonna make the earth shake
Feel the shake
Feel the earth shake, aw, yeah
Feel the shake
Feel the earth shake
Feel the shake
Feel the shake
Feel the shake
Feel the earth shake!
Whoa!
Feel the shake
Feel the earth shake
Feel the shake
Feel the earth shake
Oh, here we go!
Feel the shake
Feel the shake
Feel the shake
Feel the earth shake, ho!
Feel the shake
Feel the earth shake, oh-oh, yeah
Feel the shake
Feel the earth shakeEmbedShare Url:CopyEmbed:Copy"
363,Jetboy,Fire in My Heart,"Well, I know that you've been messin' 'round
You don't think I know what's going down
But I've seen you walking 'round with him
I wanna blow my top, but I hold it in
Every time I see you
You look at me like I wasn't there
No shame
And the fire in my heart
Is burnin' hot for you tonight
Won't you save me now
I'm goin' down for the last time
Well, the fire in my heart
Is burnin' hot for you tonight
Won't you save me now
I'm goin' down for the last time
I'm goin' down one last time
I really wish that you'd make up your mind
'Cause if it's me you want, I ain't hard to find
But if you ain't prepared to love one man
It's him or me, come on now, take my hand
Every time I see you
You look at me like I wasn't there
No shame
And the fire in my heart
Is burnin' hot for you tonight
Won't you save me now
I'm goin' down for the last time
Well, the fire in my heart
Is burnin' hot for you tonight
Won't you save me now
I'm goin' down for the last time
I'm goin' down one last time
I said every time I see you
You look at me like I wasn't there
Just like I wasn't there
I said every time I see you
You look at me like I wasn't there
No shame, baby!
And the fire in my heart
Is burnin' hot for you tonight
Won't you save me now
I'm goin' down for the last time
Well, the fire in my heart
Is burnin' hot for you tonight
Won't you save me now
I'm goin' down for the last time
One last time!
Fire in my heart, well, it's burnin' so bright
Burnin' for you when it's burnin' al night
Fire in my heart, well, it's burnin' so bright
Burnin' for you when it's burnin' al night
Fire in my heart
Fire in my heart
Fire in my heart
Fire in my heart
Fire in my heart
It's burnin' for you tonightEmbedShare Url:CopyEmbed:Copy"
364,Jetboy,Groove Tube,"Creeping, crawling from behind
Through the shadows of your mind
Turning, twisting sounds of fate
With chords and notes that soon relate
Brighter than light, darker than night
Open up your heart, 'cause the groove tube's in sight
Brighter than light, darker than night
Open up your heart, 'cause the groove tube's in sight
Heaviest sound you've ever heard
Groove tube sound must be the word
Hypnotizing draws you in
Don't fear the vibes, it's not a sin
Brighter than light, darker than night
Open up your heart, 'cause the groove tube's in sight
Brighter than light, darker than night
Open up your heart, 'cause the groove tube's in sight
Once you get near, the sound draws you in
And you lose control
Hear with your ears, see with your mind
And feel with your soul
Never-ending wall of sound
Emits a vibe from zero ground
Grooving vibes will fill your head
Groove tube's sound is heavy as lead
Brighter than light, darker than night
Open up your heart, 'cause the groove tube's in sight
Brighter than light, darker than night
Open up your heart, 'cause the groove tube's in sight
Once you get near, the sound draws you in
And you lose control
Hear with your ears, see with your mind
And feel with your soul
Heaviest sound you've ever heard
Groove tube sound must be the word
Grooving vibes will fill your head
Groove tube's sound is heavy as lead
Once you get near, the sound draws you in
And you lose control
Hear with your ears, see with your mind
And feel with your soul
Once you get near, the sound draws you in
And you lose control
Hear with your ears, see with your mind
And feel with your soulEmbedShare Url:CopyEmbed:Copy"
365,Jetboy,Hard Climb,"When I look back on my life
At the places I've been and the things I've done
Don't seem to add up to much
You know, there's only one thing I care about
And I know, yes, I know in my heart
That if I stick to my guns
We're gonna make it, make it to the top
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna, never gonna stop
With the world at my feet and music by my side
We'll keep on climbin' forever
I'm on the road to the top, so come along for the ride
We're climbin' higher and higher
And I know, yes, I know in my heart
That if I stick to my guns
No matter what they say, I don't care what they say
We're gonna make it, make it to the top
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna, never gonna stop
And I know, yes, I know in my heart
That if I stick to my guns
We're gonna make it, make it to the top
And I know, yes, I know in my heart
Yeah, yeah, yeah, yeah
That if I stick to my guns
We're gonna make it, make it to the top
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna, never gonna stop
Oh...
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna stop
It's a hard climb fightin' for the top
We're gonna make it and we're never gonna, never gonna stopEmbedShare Url:CopyEmbed:Copy"
366,Jetboy,Heavy Chevy,"She's black as night, her engine's loud as thunder
You hear her comin', move on over
Flames burnin' down the side
Chrome glarin', fat tires, she's my ride
Heavy ride, step aside
Cruisin' down the motorway
Got a full tank of gas in my '57 heavy Chevy, yeah
Smoke, flames, burnin' rubber
Gonna leave the world behind
I'm just cruisin' in my heavy Chevy, yeah
Step on the gas, feel the power
She fills you up with a rebel fever
Takes you where you wanna go
Rock-n-roll rollin; hot rod
Don't know the meaning of slow
Hit the gas, time to pass
Cruisin' down the motorway
Got a full tank of gas in my '57 heavy Chevy, yeah
Smoke, flames, burnin' rubber
Gonna leave the world behind
I'm just cruisin' in my heavy Chevy, yeah, yeah, yeah
Cruisin' in my heavy Chevy, yeah
That's right, my baby's got it all
Four barrel double pumpers, high-rise metaphor
Man, she never stalls
Will you listen to that?
You think you can take her on
You wanna what?!
Man, lemme tell you 'bout my car!
Smoke, flames, burnin' rubber
Gonna leave the world behind
I'm just cruisin' down the motorway
Got a full tank of gas in my '57 heavy Chevy, yeah
Cruisin' down the motorway
Cruisin' in my heavy Chevy, yeah, yeah, yeah
Cruisin', cruisin'EmbedShare Url:CopyEmbed:Copy"
367,Jetboy,Hometown Blues,"Well, I been away from home now
Oh, you know I miss my baby so, oh-whoa
I miss my mama's cookin'
And my daddy's scotch and rum
I miss my dog named Star
And my buddies Dazz and John
And I wish I was back in my hometown
Back in the place where I belong
'Cause I got the lowdown tired out
I got the lowdown hometown blues, oh-ho
Well, I woke up here this mornin'
Oh, you know I miss my baby so
And you know know what I here?
That's the way it goes
In this lonely old hotel room
Whoa, I really need to go back home
One more day far away might kill me
Whoa, I really need to go back home
'Cause I got the lowdown tired out
I got the lowdown hometown blues, whoa-oh
Well, I woke up here this mornin'
And I miss my baby so
I miss my sweet mama's cookin'
And my daddy's scotch and rum
I miss my dog named Star
And my buddies Dazz and John
And I wish I was back in my hometown
In the place where I belong
I got the lowdown tired out
I got the lowdown hometown blues
'Cause I got the lowdown tired out
I got the lowdown hometown blues
I got the lowdown hometown blues!
San Francisco bluesEmbedShare Url:CopyEmbed:Copy"
368,Jetboy,Locked in a Cage,"Well, hey, baby, take a look in my eyes
Tell me, can't you see, I just gotta be free
I'm like an animal locked in a cage
And you're holding the key to set me free
You got me wrapped up and tied down, baby
Why don't you set me free, come on, set me free!
Baby, baby, can't tie me down
Can't keep me on a leash, I gotta move around
The male ego is a lot like a dog
You know it's gotta be walked, it's gotta strut around
You've got me locked in a cage now, baby
You've got me locked in a cage
Locked in a cage
You've got me locked in a cage
You've got me locked, locked in a cage
I wanna tell ya one thing for sure
I'm breaking out of this cage, I can't take no more
You can't tell me how to live my life
I'm living for myself and I won't conform
You've got me locked in a cage now, baby
You've got me locked in a cage
Locked in a cage
You've got me locked in a cage
You've got me locked, locked in a cage
Yeah, ha, ha!
You've got me locked in a cage
Locked in a cage
You've got me locked in a cage
Locked in a cage
You've got me locked in a cage
Locked in a cage
You've got me locked in a cage
You've got me locked, locked
Locked, locked in a cageEmbedShare Url:CopyEmbed:Copy"
369,Jetboy,Make Some Noise,"Oh, yeah!
Well, I feel so bad, I feel kind of lonely
This fever inside, I've gotta let it out
Ain't got no car, I ain't got no money
But one good song will make me feel all right
I can't do much but play rock 'n roll now
But ask for some noise, I'll open my mouth
We're gonna make some noise
The kind that makes you feel good
We're gonna make some noise
To make you feel all right
We're gonna make some noise
I like it loud and clear now
Gonna make some noise tonight
We're gonna make some noise
When I'm feelin' down, I don't like the quiet
I turn up my music so nice and loud
Then all of my problems and all of my worries
Just float away like a drifting cloud
Don't ask me for help or money
But ask for some noise, I'll open my mouth
We're gonna make some noise
The kind that makes you feel good
We're gonna make some noise
To make you feel all right
We're gonna make some noise
I like it loud and clear now
Gonna make some noise tonight, ow!
Whoa!
What?!
Aw, mom, I don't wanna turn the stereo down!
What?!
Aw, fuck the neighbors, man!
I like it loud!
Mmm, we're gonna make some noise tonight
We're gonna make some noise tonight
We're gonna make some noise tonight
We're gonna make some, make some noise!
We're gonna make some noise
The kind that makes you feel good
We're gonna make some noise
To make you feel all right
We're gonna make some noise
I like it loud and clear now
We're gonna make some noise tonight
We're gonna make some noise
The kind that makes you feel good
We're gonna make some noise
To make you feel all right
We're gonna make some noise
I like it loud and clear now
We're gonna make some noise tonight
We're gonna make some noise tonight!EmbedShare Url:CopyEmbed:Copy"
370,Jetboy,Moonlight,"When the day turns into nighttime
And the moonlight fills the sky
Every mother's baby's home in bed
Papa's working overtime
That's when I rise, soon after dark
It's time to get my licks
I work by night in a rock-n-roll band
That's how I get my kicks
I live by moonlight, yow, yow!
I live by moonlight, yow!
Yow, yow, yow, yow, yow!
I live my life in the rock-n-roll world
'Cause the music blows my mind
And I won't rock-n-roll till the sun goes down
Past midnight's perfect time
When the moonlight shines, stars fill the sky
And only crazies walk the street
I'll party all night till the sun goes down
And then I'll hit the sheets
I live by moonlight, yow, yow!
I live by moonlight, yow!
Yow, yow, yow, yow, yow!
I live by moonlight, yow, yow!
I live by moonlight, yow, yow!
I live by moonlight
I live by moonlight
Sleeping all day and I party all night
Won't go to sleep till I see daylightEmbedShare Url:CopyEmbed:Copy"
371,Jetboy,Ready to Rumble,"Tired of being cheated, time to let go
Put on my leather jacket, razors by my side
Don't try to run, don't try to hide
Got a fever inside I just can't hide
Can't hold back, ready to attack
Outta my or you're gonna pay
Gonna run you down, run you out of town
Ready to fight, ready to strike
Ready to go, I'm ready to rumble
Ready to fight, ready to strike
Ready to go, I'm ready to rumble
Ready to rumble!
I'm taking charge, don't cross my path
Don't try to hurt me, don't try to cheat me
Don't challenge me, 'cause you'll never beat me
Gonna run you down, run you out of town
Ready to fight, ready to strike
Ready to go, I'm ready to rumble
Ready to fight, ready to strike
Ready to go, I'm ready to rumble!
Ready to fight, ready to strike
Ready to go, I'm ready to rumble
Ready to fight, ready to strike
Ready to go, I'm ready to rumble
Ready to fight, ready to strike
Ready to go, I'm ready to rumble
Ready to fight, ready to strike
Ready to go, I'm ready to rumble!
Ready to rumble!
Yeah, man, I'm ready!
I'm ready to rumble!EmbedShare Url:CopyEmbed:Copy"
372,Jetboy,Rock N' Roller,"Alright, hold it
Hold it!
HEY!!!
1, 2, 3!
Well, I'm a lazy bum longhair, that's what they say
Ain't worked an honest day, ain't made and honest pay
No luck with money, no luck with love
But I'm a mean mother f... when push comes to shove
Sleepin' all day, hangin' out with the boys all night
I don't care what you say, 'cause it's the way I wanna live my life
Gettin' high in the mornin', drinkin' whiskey all night
Don't care what you say, it makes me feel all right
Gettin' high in the mornin', drinkin' whiskey all night
Higher than high, it makes me feel like
I'm a rock n' roller, I'm a rock n' roller
Don't put me down, don't slag my name
'Cause it's a bloody ugly world, I'm just playin' the game
I'm livin' my life from day to day
For me and mine, it's the only way
If you don't approve of the way I live
I'll ask you one question, that's: do you really think I give?
Gettin' high in the mornin', drinkin' whiskey all night
Don't care what you say, it makes me feel all right
Gettin' high in the mornin', drinkin' whiskey all night
Higher than high, it makes me feel like
I'm a rock n' roller, I'm a rock n' roller
I'm a rock n' roller, I'm a rock n' roller
If you don't approve of the way I live
I'll ask you one question, that's: do you really think I give?
You think I give?!
Gettin' high in the mornin', drinkin' whiskey all night
Don't care what you say, it makes me feel all right
Gettin' high in the mornin', drinkin' whiskey all night
Higher than high, it makes me feel like
I'm a rock n' roller, I'm a rock n' roller
I'm a rock n' roller, I'm a rock n' roller
I'm a rock n' roller, I'm a rock n' roller
I'm a rock n' roller, roller
I'm a rock n' roller, I'm a rock n' roller
I'm a rock n' roller
I'm a rock n' roller, I'm a rock n' rollerEmbedShare Url:CopyEmbed:Copy"
373,Jetboy,Snakebite,"Evil woman with an evil look in your eye
You ain't foolin' no one
It ain't even worth a try
The way you walk, the way you talk
The way you wear your clothes
Tells me one thing you are wicked
So don't think I don't know
Snakebite!
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow, oh, yeah
When evil women cross my path
I just let 'em walk on by
So don't try to sink your teeth in me
Or I'll cut you down to size
You flash your smile, think I can't resist
But I see your fangs shine through
With one thing on your mind now, baby
I'm gonna walk away from you
Snakebite!
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow, oh, yeah
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow
Your love is like a snakebite
It strikes and don't let go
Fills me with your venom
The end comes hard and slow, let's go!
Snakebite
Your love is like a snakebite
Your love is like a snakebite
Your love is like a snakebite
Snakebite!EmbedShare Url:CopyEmbed:Copy"
374,Jetboy,Stomp It (Down to the Bricks),"Listen up, people
'Cause I've got something to say
It's been a bit too long
And I think something should change
The world has gone down twisted
I think the time has come to fix it
I know that we can do much better
If we start it all over again
I'd like to start a whole new race
And wipe the old one out
A new world that rocks together
Let's start right now
It's going down, down, down
We'll stomp it down to the bricks
(Stomp it down to the bricks)
Ain't gonna leave nothing standing
We'll start the world over again
Stomp it down to the bricks
Let's wipe the slate clean
And start again with open minds
We need a world that's got a future
Leave the old ways behind
I'd like to start a whole new race
And wipe the old one out
A better world, a whole new future
Let's start right now
It's going down, down, down
We'll stomp it down to the bricks
(Stomp it down to the bricks)
Ain't gonna leave nothing standing
We'll start the world over again
It's going down, down, down
We'll stomp it down to the bricks
(Stomp it down to the bricks)
Ain't gonna leave nothing standing
We'll start the world over again
Stomp it down to the bricks
It's going down, down, down
It's going down
We're stomping down, down, down
We're stomping down, down, down, down, down
It's going down, down, down
We'll stomp it down to the bricks
(Stomp it down to the bricks)
Ain't gonna leave nothing standing
We'll start the world over again
It's going down, down, down
We'll stomp it down to the bricks
(Stomp it down to the bricks)
Ain't gonna leave nothing standing
We'll start the world over again
Stomp it down to the bricks
It's going down, down, down
It's going down
It's going down, down, down
It's going down
It's going down, down, down
It's going down
Clear it down
It's going downEmbedShare Url:CopyEmbed:Copy"
375,Jetboy,Talkin',"I wake up in the mornin'
And I feel a pain in my head
We stayed up all night talkin'
But there ain't been nothin' said
Talkin', talkin', talkin'
Girl, you know I love you
And you say you love me too
But you know I hate just talkin' all night
Talkin' till my faces turns blue
Talkin', talkin', talkin'
Talkin', it goes on and on
Will it ever end, yeah
Talkin', it goes on and on and on and on
Will it ever end
Yeah, yeah, yeah, yeah, yeah, yeah, whoo!
Talk, talk, just can't stop
Keep on talkin' till my head's gonna pop
Talkin', talkin' don't mean a thing
Don't listen to me talk, but I'm hearing you scream!
Well, I call you on the telephone
In the mornin' when I wake
I call you in the afternoon
When I'm on my coffee break
I call you in the evening
Before the pillow meets my head
We're talk, talk, talk, talk, talkin' all night
But there ain't been nothin' said
Talkin', talkin', talkin'
Talkin', it goes on and on
Will it ever end, yeah
Talkin', it goes on and on, it never stops
Will it ever end, yeah
Talkin', it goes on and on, on and on
Will it ever end, yeah
Talkin', it goes on and on and on and on
Will it ever end, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, whoo!
Don't wanna hear no more talkin'!EmbedShare Url:CopyEmbed:Copy"
376,Jetboy,Too Late,"It's been a few long years
Since I first laid eyes on you
Through all the up and downs
I swear my life goes round and round and round
I don't know why I try to fight it
It ain't as if I don't need your love
And if by chance you drift away
If it's meant to be, you'll come back my way
Now it's too late, I wanna go back
Now it's too late, I wanna go back
Now it's too late, I wanna go back
Back where I belong
Lord knows you've been more than patient
Giving me a full-time love
But from here on out, I'll return the favor
In fact, I'll start right now
I don't know why I try to fight it
It ain't as if I don't need your love
And if by chance you drift away
If it's meant to be, you'll come back my way
Now it's too late, I wanna go back
Now it's too late, I wanna go back
Now it's too late, I wanna go back
Back where I belong
Back where I belong
Tell me who, who's to blame, yeah, yeah
Was it you, oh, girl, was it you
Was it you or was is me, yeah, yeah
Well, I wonder, if you really care
Now it's clear to me
I hope it's not too late for you to see
Because if given another chance
I swear that I'll be true to you
Now it's too late, I wanna go back
Now it's too late, I wanna go back
But, but it's too late
Now it's too late, I wanna go back
Back where I belong
Back where I belong
It's too late
Back where I belong
It's too lateEmbedShare Url:CopyEmbed:Copy"
377,Jetboy,Trouble Comes,"Mmm, yeah
Watch out 'cause he's inside me
I can feel him inside my brain
Rollin' dice, snake eyes
Bad blood's takin' over tonight
Broken glass, fists flyin'
Trouble's on my back
You can't stop us, don't try it
He's like my best friend
And my worst friend rolled in one
'Cause when we get together
He always ruins my fun
And I can't hide
Everywhere I go, he follows
Lose my mind
When trouble comes into my life again
Don't know why
I'm never safe, there's always danger
I can't hide, no, no
When trouble comes, yeah
Disorder built up aggression
Gonna blow a fifty amp fuse
Like two brains pullin' me
In opposite directions
Rippin' me apart at the seams
Black cat, bad luck
Black cloud follows me around
Just like my best friend
And my worst friend rolled in one
'Cause when we get together
He always ruins my fun
And I can't hide
Everywhere I go, he follows
Lose my mind
When trouble comes into my life again
I don't know why
I'm never safe, there's always danger
I can't hide, no, no
When trouble comes
Watch out!
Just like my best friend
And my worst friend rolled in one
'Cause when we get together
He always ruins my, always ruins my fun
I can't hide
Everywhere I go, he follows
Lose my mind
When trouble comes into my life again
Don't know why
I'm never safe, there's always danger
I can't hide, no, no, no
When trouble comes
I can't hide
Everywhere I go, he follows
Lose my mind
When trouble comes into my life again
I don't know why
I'm never safe, there's always danger
I can't hide, no, no
No, no, no, no
When trouble comesEmbedShare Url:CopyEmbed:Copy"
378,Jetboy,You Shook Me All Night Long,"She was a fast machine
She kept her motor clean
She was the best damn woman I had ever seen
She had the sightless eyes
Telling me no lies
Knockin' me out with those American thighs
Taking more than her share
Had me fighting for air
She told me to come but I was already there
'Cause the walls start shaking
The earth was quaking
My mind was aching
And we were making it and you -
Shook me all night long
Working double time
On the seduction line
She was one of a kind, she's just mine all mine
She wanted no applause
Just another course
Made a meal out of me and came back for more
Had to cool me down
To take another round
Now I'm back in the ring to take another swing
'Cause the walls were shaking
The earth was quaking
My mind was aching
And we were making it and you -
Shook me all night longEmbedShare Url:CopyEmbed:Copy"
379,King Kobra,Attention,"Let's go
We're gonna get your attention
Before the night is through
And when we get your attention
Then we're gonna voodoo you
You know we're gonna voodoo you
Electric night
Standing room only
You'd sell your soul for a backstage pass
There's a buzz in the crowd
The amp lights are glowin'
'Cause good news travels fast
Keep it steady
Dim the lights
The boys are ready to rock tonight
We're gonna get your attention
Before the night is through
And when we get your attention
Then we're gonna voodoo you
You know we're gonna voodoo you
We're casting a spell
We've got you surrounded
There is no escape for you now
You'll be barkin' at the moon
Before the night is over
And you thought that you did not know how
The beat is steady
The time is right
These boys are ready to rock you tonight
We're gonna get your attention
Before the night is through
And when we get your attention
Then we're gonna voodoo you
You know we're gonna voodoo you
We're gonna get your attention (yeah, yeah, yeah)
We're gonna get your attention (yeah, yeah, yeah)
We're gonna get your attention (yeah, yeah, yeah)
We're gonna get your attention
We're gonna get it, get it now
We're gonna get your attention
Before the night is through
And when we get your attention
Then we're gonna voodoo you
You know we're gonna voodoo you
Oh, yeah
Oh, we got yaEmbedShare Url:CopyEmbed:Copy"
380,King Kobra,Bitch,"Tough Talk
All lies
She turned out to be a demon in disguise
White hot
Smooth heat
All we have still lying in the sheets well
About time
I'm gone
Going to send you back to where you belong
Downtown
Back home
Hanging with the dogs
Sniffing at the bones
Rough night
Train wreck
What hit ya baby
You're not looking your best no
I ain't right
That's what you say
I won't have you crawling back for another game well
You leave
Come back
No more sorrys I've erased you tire tracks
Now babe, hey I've got news for ya
Last time
Bitch, Bitch, Bitch, Bitch, Bitch
And all you ever do it Bitch
Bitch, Bitch, Bitch, Bitch, Bitch
You're such a Bitch
I hear ya knocking
Go on and keep a knockin' baby
All you ever do is Bitch
Hear ya knocking but you can't come in
No, no, no, no, no
What you are can never change
I've learned my lesson well
Heaven used to be right here
But you sure made it hell
I hear you knocking
Go on & keep a knocking baby
Big knockers but you can't come inEmbedShare Url:CopyEmbed:Copy"
381,King Kobra,Breakin' Out,"I sit alone and look into my eyes
Wonder who it is I see
Listen to the voices on the radio
Everyone I've tried to be
All my life I've always wanted to be known
The way to find my happiness
I'm just tryin' to prove to someone I'm myself
This is me, I must confess
Breakin' out
I'm singin' it from the heart
Breakin' out
Bustin' out
I'm bustin' out of this empty shell
Breakin' out
So I moved and made my home another place
The city lights where I'd be seen
People say I'm takin' chances with my life
There's nothin' else I want to be
Breakin' out
And I'm singin' it from the heart
Breakin' out, whoa
Bustin' out
I'm bustin' out of this empty shell
Breakin' out
Breakin' out
Breakin' out
Breakin' out
And I'm singin' it from the heart
Breakin' out, oh
Bustin' out
I'm bustin' out of my empty shell
Breakin'...
Breakin' out
You know I'm singin' it from the heart
Breakin' out, oh
Bustin' out
I'm bustin' out of this empty shell
Breakin' out
Oh, Lord
I'm comin' out
OutEmbedShare Url:CopyEmbed:Copy"
382,King Kobra,Burning In Her Fire,"I've got a fever burnin' in my heart
I shake and sweat when I think about her/oh yeah
She keeps me up all night
She keeps me goin' all the time
She keeps me up all night
She really blows my mind - yeah
I see the passion burnin' in her eyes
I feel the heat - temperatures are risin' oh yeah yeah
She keeps me up all night
She keeps me goin' all the time
I can't fight these feelings of desire
Burnin' in her fire
It burns from deep inside
Feelings of desire
Feelings I can't hide
I'm burnin' in her fire - it burns in the night
Burnin' in her fire!
She keeps me up all night
She keeps me goin' all the time
She keeps me up all night
I can't get her our of my mind
I can't fight these feelings of desireEmbedShare Url:CopyEmbed:Copy"
383,King Kobra,Dancing with Desire,"Full moon in July
As I remember, it was an ordinary night
Feelin' good and ridin' high
I saw you dancin' in the spotlight
It was then I lost my self control
You stole my soul from me
I'm flirting with temptation
Coming close to complication now
Dancin' with desire
You practice sweet seduction
And I'll follow your instruction now
Hangin' on the wire
Dancin' with desire
I make my own rules
No chains on me, independence is my style
But tonight I'll be your fool
And any fool could see why
'Cause when you come on like the demon wind
I've got to begin with you, oh, baby
I'm flirting with temptation
Coming close to complication now
Dancin' with desire
You practice sweet seduction
And I'll follow your instruction now
Hangin' on the wire
Dancin' with desire
'Cause when you come on like the demon wind
I have got to, got to begin with you, oh, baby
I'm flirting with temptation
Coming close to complication now
Dancin' with desire
You practice sweet seduction
And I'll follow your instruction now
Hangin' on the wire
Dancin' with desire
Dancin' with desire
Hangin' on the wire
Dancin' with desire
Dancin' with desireEmbedShare Url:CopyEmbed:Copy"
384,King Kobra,Do It,"So you're high as sky
On elevation leave
And you needed the first flight out of this town
Out of love
Out of need
Out of place and tired of all your hanging around
Did I overhear the answerphone say you'd be dreaming?
Or are you awake following me hoping to find your soul?
And that all you need is right here
Strapped right back here in my car tonight
I don't think so
I'll keep an eye on ground control
Pedal to the metal
Better understand
Gonna set it loose
You've opened the dam
That's been overloaded
Waiting to explode
Got to free this heavy load
Going to strap you up
Put on your leather belt
Take you down to the floor now baby
Baby out of mind
Going to do you out
Do you in
Take you higher than you've ever been
Steel and lace
Don't be late
I'm going to show you hot to do it
Take it out
Terminate
I'm going to show you how to break it
I don't want what you want
But I'll show you how to do it
When I've had enough
I'm gonna send you back home
In a box
You psycho
Yeah what's it gonna take?
So it's summer tonight and I got the top down low
Speakers blasting and the wind is blowing
No use, no one can hear you screaming now
Taking you deep down & out to the undertow
That restraining order
Didn't do any good
Last time they'll find you in my neighborhood
Got seven loaded
You going to understand
Going to set you free
Swim back to land
Should have stayed home
Well you can't float?
Well I don't know
What to do about your trouble
I don't care
I'm going to do you out
Do you in
Take you farther than you've ever been
Steel and lace
Terminate
I'm gonna show you how to Do It
Violate
Annihilate
I'm gonna show you how to P
I don't want what you want
But I'll show you how to ahhhhhh
Howto Do IT
Ahhhhhhhhhh
Pedal to the metal
Better understand
Tried to set you loose
But I never can, no no no
You'll always find me
I've got to change my name
Doctor please
She's gonna drive me insane
I don't want
What you don't want
I'm gonna show you how to Do It
Take it off
Get it on
I'm gonna show you how to
Break it
I don't want what you want
But I'll show you hot to do it
When I've had enough
I'm gonna send you back home
Show you how to duet
Show you how to duetEmbedShare Url:CopyEmbed:Copy"
385,King Kobra,Dream On,"Oh, when I was a kid, I still see what we did
We were always on the run
It would seem if you had a dream
Then you could be anyone
I remember one day an old man passed my way
He looked at me and he said
""Boy, don't you cry, you reach for the sky
Boy, you look straight ahead""
If you know what you want
And you know how to get it
Don't let any man let you forget it
If you know what you need
You won't regret it
Dream on, that's what I say
You dream on 'til love comes your way
You dream on
And as time went by, as a man I
Would love and I would hide
Love to me was so easy, so free
With no concern and no burning inside
And then one of those nights in the city lights
As the boys and me, we ran wild
She looked at me and his words I could see
As plain as when I was a child
If you know what you want
And you know how to get it
Don't let any man let you forget it
If you know what you need
You won't regret it
Dream on, that's what I say
You dream on 'til love comes your way
You dream on, yeah, yeah
Hey
Oh, oh, yeah
Dream on
You better dream on
Oh, you dream on
So if you love and you lose and you pay life's dues
And at times life don't work out
Don't you cry, Jack, and don't you look back
You let these words ring out
If you know what you want
And you know how to get it
Don't let any man let you forget it
If you know what you need
You won't regret it
Dream on, that's what I say
You dream on 'til love comes your way
You dream on, yeah, yeah
Oh, you dream on
Oh, you dream on
Oh, you dream on
Better dream on
Oh, oh, you dream on
You better, you better dream on
Oh, you dream on, yeah
Oh, you dream on
(Dream on)EmbedShare Url:CopyEmbed:Copy"
